MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning_FV,MSZoning_RL,LandContour_Lvl,LotConfig_CulDSac,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Somerst,Neighborhood_StoneBr,Condition1_Norm,HouseStyle_2Story,Exterior1st_BrkFace,Exterior1st_MetalSd,Exterior1st_VinylSd,Exterior1st_Wd Sdng,ExterQual_TA,ExterCond_TA,Foundation_PConc,BsmtQual_Gd,BsmtQual_TA,BsmtExposure_Gd,BsmtExposure_No,BsmtFinType1_GLQ,BsmtFinType1_Unf,HeatingQC_Gd,HeatingQC_TA,CentralAir_Y,KitchenQual_Gd,KitchenQual_TA,Functional_Typ,GarageType_Detchd,GarageFinish_Unf,PavedDrive_Y,SaleType_New,SaleCondition_Normal,SalePrice
0.4305160219795856,-0.133231017872511,0.6514792433257054,-0.5171998069472914,1.0451772532822647,0.8775402342076991,0.5141038909843643,-0.4593025408311876,-0.8035704191234988,1.161851587468555,0.5292595085999138,1.1078101491462131,-0.2410610357992968,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.21145358120204893,0.9122097711603002,-0.9512264882332891,1.013144037961878,0.31172464418307205,-0.7521758378613592,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.599111099180035,0.1391061062309415,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,12.247694320220996
-1.1289825433014857,0.11344180762410998,-0.07183611428306244,2.179627757849301,0.16344806787174734,-0.4241829342354445,-0.5707501337786359,0.4664649160883461,0.4185852919627592,-0.7951632272572445,-0.3818462114064593,-0.8199643654586394,3.9488093483313382,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,-0.3186832657103453,0.6004949339126351,-0.10146810462433202,0.31172464418307205,1.6261947918523714,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.4891100509377921,-0.6142522131476981,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,12.109010932687044
0.4305160219795856,0.4200607412184465,0.6514792433257054,-0.5171998069472914,0.9802727712436208,0.829641985751103,0.32591492750506834,-0.3133687545187488,-0.5765601481088171,1.1893506246778172,0.6596746080593449,1.1078101491462131,-0.2410610357992968,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.21145358120204893,-0.3186832657103453,0.6004949339126351,0.9310969366686848,0.31172464418307205,-0.7521758378613592,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.9908913467185322,0.1391061062309415,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,12.31716669303576
0.6493354967909913,0.10334662405391122,0.6514792433257054,-0.5171998069472914,-1.8737953015888729,-0.7158696482567628,-0.5707501337786359,-0.6873240819443732,-0.43928742414910205,0.9372761169262503,0.5415113627950371,1.1078101491462131,-0.2410610357992968,-1.0260408358133,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,0.29676325272497744,0.6004949339126351,0.8078723950767865,1.650306939792734,-0.7521758378613592,4.0925237393175715,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.599111099180035,-1.3679859914591248,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,11.849397701591439
0.4305160219795856,0.8784091976379762,1.3747946009344731,-0.5171998069472914,0.9477961991515204,0.7337736713821901,1.366489196155293,0.1996797129859189,0.11226725905892808,1.6178772878554806,1.282190666676948,1.1078101491462131,-0.2410610357992968,0.7897405221108432,1.2275853765130371,1.3900227611572622,-0.21145358120204893,1.527656289595623,0.6004949339126351,0.8900426286085767,1.650306939792734,0.7801971853099035,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,2.1008923949607747,0.1391061062309415,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,12.429216196844385
0.17170751494505393,0.858650972943622,-0.7951514718918303,-0.5171998069472914,0.7200044968164118,0.4936828312755979,-0.5707501337786359,-0.596115465499099,-1.032368657203096,0.5018746944462716,-0.15314743994231975,1.1078101491462131,-0.2410610357992968,-1.0260408358133,1.2275853765130371,-2.288708171693981,-0.21145358120204893,-0.934129784145668,-0.9512264882332891,0.6020864152902159,0.31172464418307205,-0.4329314580340128,-0.3593249004055313,10.802446267979855,-0.2702083542015609,-0.06869174753820707,1.3237359981507422,1.3608916961326132,0.8920893405466843,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,11.870599909242046
-1.1289825433014857,0.20853108780272625,1.3747946009344731,-0.5171998069472914,1.0776051956162698,0.9732650331121216,0.4587541958433949,1.4332762504082532,1.345459044973892,-0.7951632272572445,0.5010658841926782,1.1078101491462131,-0.2410610357992968,0.7897405221108432,-0.7616206719986545,0.1637791168735145,-0.21145358120204893,0.29676325272497744,0.6004949339126351,1.054136872136624,0.31172464418307205,1.283007083537974,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,0.6208909973044512,-0.6142522131476981,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,12.634603026569335
0.4305160219795856,0.26483336971808585,0.6514792433257054,0.3817427146515728,0.0647353908155751,-0.5699154118138515,0.7576425496046296,0.11303152736290835,0.006005541365132103,1.4574662374681202,1.1310859163036924,1.1078101491462131,-0.2410610357992968,0.7897405221108432,1.2275853765130371,0.1637791168735145,-0.21145358120204893,0.29676325272497744,2.15221635605856,-0.22625284612381455,0.31172464418307205,1.1233848936243007,3.37237175348001,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,0.6180240933165219,1.7308920455466943,0.8920893405466843,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,12.206072645530176
0.17170751494505393,-0.7568972413148813,0.6514792433257054,-0.5171998069472914,-1.3332253094574236,-1.6946152892112032,-0.5707501337786359,-0.2404018613625294,-0.24552722993787554,0.9281097711898298,0.6394560502955117,-0.8199643654586394,-0.2410610357992968,0.7897405221108432,-0.7616206719986545,-1.0624645274102331,4.32857919166548,0.9122097711603002,2.15221635605856,-1.9934439487492115,0.31172464418307205,-0.033875983249829836,2.9959286699740124,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-0.8591104003518729,0.1391061062309415,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,11.774520202658689
2.066763914452284,-0.3845256525798935,-0.7951514718918303,0.3817427146515728,-1.0646176664143978,-1.6946152892112032,-0.5707501337786359,-0.151473460328387,-0.08049450407490376,-0.7951632272572445,-0.8572546337069995,1.1078101491462131,-0.2410610357992968,-1.0260408358133,-0.7616206719986545,-1.0624645274102331,4.32857919166548,-0.934129784145668,2.15221635605856,-1.6538914586183255,-1.02685765142659,-0.7521758378613592,-0.3593249004055313,-0.11633928614822255,-0.2702083542015609,-0.06869174753820707,-0.08768781151769862,-1.969111448594116,0.1391061062309415,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,11.6784399034478
